"tingkat","mapel_id","ki_id","kode_kd","teks_kd"
"4","pjok","3","3.1","memahami variasi gerak dasar lokomotor, non-lokomotor, dan manipulatif sesuai dengan konsep tubuh, ruang, usaha, dan keterhubungan dalam permainan bola besar sederhana dan atau tradisional*"
"4","pjok","3","3.2","memahami variasi gerak dasar lokomotor, non-lokomotor, dan manipulatif sesuai dengan konsep tubuh, ruang, usaha, dan keterhubungan dalam permainan bola kecil sederhana dan atau tradisional*"
"4","pjok","3","3.3","memahami variasi gerak dasar jalan, lari, lompat, dan lempar melalui permainan/olahraga yang dimodifikasi dan atau olahraga tradisional"
"4","pjok","3","3.4","menerapkan gerak dasar lokomotor dan non-lokomotor untuk membentuk gerak dasar seni beladiri**"
"4","pjok","3","3.5","memahami berbagai bentuk aktivitas kebugaran jasmani melalui berbagai latihan; daya tahan, kekuatan, kecepatan, dan kelincahan untuk mencapai berat badan ideal"
"4","pjok","3","3.6","menerapkan variasi dan kombinasi berbagai pola gerak dominan (bertumpu, bergantung, keseimbangan, berpindah/lokomotor, tolakan, putaran, ayunan, melayang, dan mendarat) dalam aktivitas senam lantai"
"4","pjok","3","3.7","menerapkan variasi gerak dasar langkah dan ayunan lengan mengikuti irama (ketukan) tanpa/dengan musik dalam aktivitas gerak berirama"
"4","pjok","3","3.8","memahami gerak dasar satu gaya renang***"
"4","pjok","3","3.9","memahami jenis cidera dan cara penanggulangannya secara sederhana saat melakukan aktivitas fisik dan dalam kehidupan sehari-hari"
"4","pjok","3","3.10","menganalisis perilaku terpuji dalam pergaulan sehari-hari (antar teman sebaya, orang yang lebih tua, dan orang yang lebih muda)"
"4","pkn","4","4.1","menjelaskan makna hubungan simbol dengan sila-sila Pancasila sebagai satu kesatuan dalam kehidupan sehari-hari"
"4","pkn","4","4.2","menyajikan hasil identifikasi pelaksanaan kewajiban dan hak sebagai warga masyarakat dalam kehidupan sehari-hari"
"4","pkn","4","4.3","mengemukakan manfaat keberagaman karakteristik individu dalam kehidupan sehari- hari"
"4","bid","4","4.1","menata informasi yang didapat dari teks berdasarkan keterhubungan antargagasan ke dalam kerangka tulisan"
"4","bid","4","4.2","menyajikan hasil pengamatan tentang keterhubungan antar gagasan ke dalam tulisan"
"4","bid","4","4.3","melaporkan hasil wawancara menggunakan kosakata baku dan kalimat efektif dalam bentuk teks tulis"
"4","bid","4","4.4","menyajikan petunjuk penggunaan
alat dalam bentuk teks tulis dan visual menggunakan kosakata baku dan kalimat efektif"
"4","bid","4","4.5","mengomunikasikan pendapat pribadi tentang isi buku sastra yang dipilih dan dibaca sendiri secara lisan dan tulis yang didukung oleh alasan"
"4","bid","4","4.6","melisankan puisi hasil karya pribadi dengan lafal, intonasi, dan ekspresi yang tepat sebagai bentuk ungkapan diri"
"4","bid","4","4.7","menyampaikan pengetahuan baru dari teks nonfiksi ke dalam tulisan dengan bahasa sendiri"
"4","bid","4","4.8","menyampaikan hasil membandingkan pengetahuan lama dengan pengetahuan baru secara tertulis dengan bahasa sendiri"
"4","bid","4","4.9","menyampaikan hasil identifikasi tokoh-tokoh yang terdapat pada teks fiksi secara lisan, tulis, dan visual"
"4","bid","4","4.10","menyajikan hasil membandingkan watak setiap tokoh pada teks fiksi secara lisan, tulis, dan visual"
"4","ipa","4","4.1","menyajikan laporan hasil pengamatan tentang bentuk dan fungsi bagian tubuh hewan dan tumbuhan"
"4","ipa","4","4.2","membuat skema siklus hidup
beberapa jenis mahluk hidup yang ada di lingkungan sekitarnya, dan slogan upaya pelestariannya"
"4","ipa","4","4.3","mendemonstrasikan manfaat gaya dalam kehidupan sehari-hari, misalnya gaya otot, gaya listrik, gaya magnet, gaya gravitasi, dan gaya gesekan"
"4","ipa","4","4.4","menyajikan hasil percobaan tentang
hubungan antara gaya dan gerak"
"4","ipa","4","4.5","menyajikan laporan hasil
pengamatan dan penelusuran informasi tentang berbagai perubahan bentuk energi"
"4","ipa","4","4.6","menyajikan laporan hasil percobaan tentang sifat-sifat bunyi"
"4","ipa","4","4.7","menyajikan laporan hasil percobaan tentang sifat-sifat cahaya"
"4","ipa","4","4.8","melakukan kegiatan upaya
pelestarian sumber daya alam bersama orang-orang di lingkungannya"
"4","ips","4","4.1","menyajikan hasil identifikasi karakteristik ruang dan pemanfaatan sumber daya alam untuk kesejahteraan masyarakat dari tingkat kota/kabupaten sampai tingkat provinsi."
"4","ips","4","4.2","menyajikan hasil identifikasi mengenai keragaman sosial, ekonomi,
budaya, etnis, dan agama di provinsi setempat sebagai identitas bangsa Indonesia; serta hubungannya dengan karakteristik ruang."
"4","ips","4","4.3","menyajikan hasil identifikasi kegiatan ekonomi dan hubungannya dengan berbagai bidang pekerjaan, serta kehidupan sosial dan budaya di lingkungan sekitar sampai provinsi."
"4","ips","4","4.4","menyajikan hasil identifikasi kerajaan Hindu dan/atau Buddha dan/atau
Islam di lingkungan daerah setempat, serta pengaruhnya pada kehidupan masyarakat masa kini."
"4","mtk","4","4.1","mengidentifikasi  pecahan-pecahan senilai dengan gambar dan model konkret"
"4","mtk","4","4.2","mengidentifikasi berbagai bentuk pecahan (biasa, campuran, desimal, dan persen) dan hubungan di antaranya"
"4","mtk","4","4.3","menyelesaikan masalah penaksiran dari jumlah, selisih, hasil kali, dan hasil bagi dua bilangan cacah maupun pecahan dan desimal"
"4","mtk","4","4.4","mengidentifikasi faktor dan kelipatan suatu bilangan"
"4","mtk","4","4.5","mengidentifikasi bilangan prima"
"4","mtk","4","4.6","menyelesaikan masalah yang berkaitan dengan faktor persekutuan, faktor persekutuan terbesar (FPB), kelipatan persekutuan, dan kelipatan persekutuan terkecil (KPK) dari dua bilangan berkaitan dengan kehidupan sehari-hari"
"4","mtk","4","4.7","menyelesaikan masalah pembulatan hasil pengukuran panjang dan berat ke satuan terdekat"
"4","mtk","4","4.8","mengidentifikasi segibanyak beraturan dan segibanyak tidak beraturan"
"4","mtk","4","4.9","menyelesaikan masalah berkaitan dengan keliling dan luas persegi, persegipanjang, dan segitiga termasuk melibatkan pangkat dua dengan akar pangkat dua"
"4","mtk","4","4.10","mengidentifikasi hubungan antar garis (sejajar, berpotongan, berhimpit) menggunakan model konkret"
"4","mtk","4","4.11","mengumpulkan data diri peserta didik dan lingkungannya dan menyajikan dalam bentuk diagram batang"
"4","mtk","4","4.12","mengukur sudut pada bangun datar dalam satuan baku dengan menggunakan busur derajat"
"4","sbdp","4","4.1","menggambar dan membentuk tiga dimensi"
"4","sbdp","4","4.2","menyanyikan lagu dengan memperhatikan tempo dan tinggi rendah nada"
"4","sbdp","4","4.3","meragakan gerak tari kreasi daerah"
"4","sbdp","4","4.4","membuat karya kolase, montase, aplikasi, dan mozaik"
"4","pjok","4","4.1","mempraktikkan variasi gerak dasar lokomotor, non-lokomotor, dan manipulatif sesuai dengan konsep tubuh, ruang, usaha, dan keterhubungan dalam permainan bola besar sederhana dan atau tradisional*"
"4","pjok","4","4.2","mempraktikkan variasi gerak dasar lokomotor, non-lokomotor, dan manipulatif sesuai dengan konsep tubuh, ruang, usaha, dan keterhubungan dalam permainan bola kecil sederhana dan atau tradisional*"
"4","pjok","4","4.3","mempraktikkan variasi pola dasar jalan, lari, lompat, dan lempar melalui permainan/olahraga yang dimodifikasi dan atau olahraga tradisional"
"4","pjok","4","4.4","mempraktikkan gerak dasar lokomotor dan non lokomotor untuk membentuk gerak dasar seni beladiri**"
"4","pjok","4","4.5","mempraktikkan berbagai aktivitas kebugaran jasmani melalui berbagai bentuk latihan; daya tahan, kekuatan, kecepatan, dan kelincahan untuk mencapai berat badan ideal"
"4","pjok","4","4.6","mempraktikkan variasi dan kombinasi berbagai pola gerak dominan (bertumpu, bergantung, keseimbangan, berpindah/lokomotor, tolakan, putaran, ayunan, melayang, dan mendarat) dalam aktivitas senam lantai"
"4","pjok","4","4.7","mempraktikkan variasi gerak dasar langkah dan ayunan lengan mengikuti irama (ketukan) tanpa/dengan musik dalam aktivitas gerak berirama"
"4","pjok","4","4.8","mempraktikkan gerak dasar satu gaya renang ***"
"4","pjok","4","4.9","mendemonstrasikan cara
penanggulangan jenis cidera secara sederhana saat melakukan aktivitas fisik dan dalam kehidupan sehari- hari."
"4","pjok","4","4.10","mendemonstrasikan perilaku terpuji dalam pergaulan sehari-hari (antar teman sebaya, orang yang lebih tua, dan orang yang lebih muda)"
