"tingkat","mapel_id","ki_id","kode_kd","teks_kd"
"5","sbdp","3","3.4","memahami karya seni rupa daerah"
"5","pjok","3","3.1","memahami kombinasi gerak lokomotor, non-lokomotor, dan manipulatif sesuai dengan konsep tubuh, ruang, usaha, dan keterhubungan dalam berbagai permainan bola besar sederhana dan atau tradisional*"
"5","pjok","3","3.2","memahami kombinasi gerak dasar lokomotor, non-lokomotor, dan manipulatif sesuai dengan konsep tubuh, ruang, usaha, dan keterhubungan dalam berbagai permainan bola kecil sederhana dan atau tradisional*"
"5","pjok","3","3.3","memahami kombinasi gerak dasar jalan, lari, lompat, dan lempar melalui mpermainan/olahraga yang dimodifikasi dan atau olahraga tradisional"
"5","pjok","3","3.4","menerapkan variasi gerak dasar lokomotor dan non lokomotor untuk membentuk gerak dasar seni beladiri**"
"5","pkn","4","4.1","menyajikan hasil identifikasi nilai-nilai Pancasila dalam kehidupan sehari-hari"
"5","pkn","4","4.2","menjelaskan hak, kewajiban, dan tanggung jawab sebagai warga masyarakat dalam kehidupan sehari-hari"
"5","pkn","4","4.3","menyelenggarakan kegiatan yang mendukung keberagaman sosial budaya masyarakat"
"5","pkn","4","4.4","menyajikan hasil penggalian tentang manfaat persatuan dan kesatuan untuk membangun kerukunan."
"5","bid","4","4.1","menyajikan hasil identifikasi pokok pikiran dalam teks tulis dan lisan secara lisan, tulis, dan visual"
"5","bid","4","4.2","menyajikan hasil klasifikasi informasi yang didapat dari buku yang dikelompokkan dalam aspek: apa, di mana, kapan, siapa, mengapa, dan bagaimana menggunakan kosakata baku"
"5","bid","4","4.3","menyajikan ringkasan teks penjelasan (eksplanasi) dari media cetak atau elektronik dengan menggunakan kosakata baku dan kalimat efektif secara lisan, tulis, dan visual"
"5","bid","4","4.4","memeragakan  kembali  informasi yang  disampaikan  paparan  iklan dari media cetak atau elektronik dengan bantuan lisan, tulis, dan visual"
"5","bid","4","4.5","memaparkan informasi penting dari teks narasi sejarah menggunakan aspek: apa, di mana, kapan, siapa, mengapa, dan bagaimana serta kosakata baku dan kalimat efektif"
"5","bid","4","4.6","melisankan pantun hasil karya pribadi dengan lafal, intonasi, dan ekspresi yang tepat sebagai bentuk ungkapan diri"
"5","bid","4","4.7","menyajikan konsep-konsep yang saling berkaitan pada teks nonfiksi ke dalam tulisan dengan bahasa sendiri"
"5","bid","4","4.8","menyajikan kembali peristiwa atau tindakan dengan memperhatikan latar cerita yang terdapat pada teks fiksi"
"5","bid","4","4.9","membuat surat undangan (ulang tahun, kegiatan sekolah, kenaikan kelas, dll.) dengan kalimat efektif dan memperhati-kan penggunaan ejaan"
"5","ipa","4","4.1","membuat model sederhana alat gerak manusia atau hewan"
"5","ipa","4","4.2","membuat model sederhana organ pernapasan manusia"
"5","ipa","4","4.3","menyajikan karya tentang konsep organ dan fungsi pencernaan pada hewan atau manusia."
"5","ipa","4","4.4","menyajikan karya tentang organ peredaran darah pada manusia"
"5","ipa","4","4.5","membuat karya tentang konsep jaring-jaring makanan dalam suatu ekosistem"
"5","ipa","4","4.6","melaporkan hasil pengamatan tentang perpindahan kalor"
"5","ipa","4","4.7","Melaporkan hasil percobaan pengaruh kalor pada benda"
"5","ipa","4","4.8","membuat karya tentang skema siklus air berdasarkan informasi dari berbagai sumber"
"5","ipa","4","4.9","melaporkan hasil pengamatan sifat-sifat campuran dan komponen penyusunnya dalam kehidupan sehari-hari"
"5","ips","4","4.1","menyajikan hasil identifikasi karakteristik geografis Indonesia sebagai negara kepulauan/maritim dan agraris serta pengaruhnya terhadap kehidupan ekonomi, sosial, budaya, komunikasi, serta transportasi."
"5","ips","4","4.2","menyajikan hasil analisis tentang interaksi manusia dengan lingkungan dan pengaruhnya terhadap pembangunan sosial, budaya, dan ekonomi masyarakat Indonesia."
"5","ips","4","4.3","menyajikan hasil analisis tentang peran ekonomi dalam upaya menyejahterakan kehidupan masyarakat di bidang sosial dan budaya untuk memperkuat kesatuan dan persatuan bangsa."
"5","ips","4","4.4","menyajikan hasil identifikasi mengenai faktor-faktor penting penyebab penjajahan bangsa Indonesia dan upaya bangsa Indonesia dalam mempertahankan kedaulatannya."
"5","mtk","4","4.1","menyelesaikan masalah yang berkaitan dengan penjumlahan dan pengurangan dua pecahan dengan penyebut berbeda"
"5","mtk","4","4.2","menyelesaikan masalah yang berkaitan dengan perkalian dan pembagian pecahan dan desimal"
"5","mtk","4","4.3","menyelesaikan masalah yang berkaitan dengan perbandingan dua besaran yang berbeda (kecepatan, debit)"
"5","mtk","4","4.4"," menyelesaikan masalah yang berkaitan dengan skala pada denah"
"5","mtk","4","4.5","menyelesaikan masalah yang berkaitan dengan volume bangun ruang dengan menggunakan satuan volume (seperti kubus satuan) melibatkan pangkat tiga dan akar pangkat tiga"
"5","mtk","4","4.6","membuat jaring-jaring bangun ruang sederhana (kubus dan balok)"
"5","mtk","4","4.7","menganalisis data yang berkaitan dengan diri peserta didik atau lingkungan sekitar serta cara pengumpulannya"
"5","mtk","4","4.8","mengorganisasikan dan menyajikan data yang berkaitan dengan diri peserta didik dan membandingkan dengan data dari lingkungan sekitar dalam bentuk daftar, tabel, diagram gambar (piktogram), diagram batang, atau diagram garis"
"5","sbdp","4","4.1","membuat gambar cerita"
"5","sbdp","4","4.2","menyanyikan lagu-lagu dalam berbagai tangga nada dengan iringan musik"
"5","sbdp","4","4.3","mempraktikkan pola lantai pada gerak tari kreasi dearah"
"5","sbdp","4","4.4","membuat karya seni rupa daerah"
"5","pjok","4","4.1","mempraktikkan kombinasi gerak lokomotor, non-lokomotor, dan manipulatif sesuai dengan konsep tubuh, ruang, usaha, dan keterhubungan dalam berbagai permainan bola besar sederhana dan atau tradisional*"
"5","pjok","4","4.2","mempraktikkan kombinasi gerak dasar lokomotor, non-lokomotor, dan manipulatif sesuai dengan konsep tubuh, ruang, usaha, dan keterhubungan dalam berbagai permainan bola kecil sederhana dan atau tradisional*"
"5","pjok","4","4.3","mempraktikkan kombinasi gerak dasar jalan, lari, lompat, dan lempar melalui permainan/olahraga yang dimodifikasi dan atau olahraga tradisional"
"5","pjok","4","4.4","mempraktikkan variasi gerak dasar lokomotor dan non lokomotor untuk membentuk gerak dasar seni beladiri**"
