"tingkat","mapel_id","ki_id","kode_kd","teks_kd"
"1","mtk","3","3.5","mengenal pola bilangan yang berkaitan dengan kumpulan benda/gambar/gerakan atau lainnya"
"1","mtk","3","3.6","mengenal bangun ruang dan bangun datar dengan menggunakan berbagai benda konkret"
"1","mtk","3","3.7","mengidentifikasi bangun datar yang dapat disusun membentuk pola pengubinan"
"1","mtk","3","3.8","mengenal dan menentukan panjang dan berat dengan satuan tidak baku menggunakan benda/situasi konkret"
"1","mtk","3","3.9","membandingkan panjang, berat, lamanya waktu, dan suhu menggunakan benda/ situasi konkret"
"1","sbdp","3","3.1","mengenal karya ekspresi dua dan tiga dimensi"
"1","sbdp","3","3.2","mengenal elemen musik melalui lagu"
"1","sbdp","3","3.3","mengenal gerak anggota tubuh melalui tari"
"1","sbdp","3","3.4","mengenal bahan alam dalam berkarya"
"1","pjok","3","3.1","memahami gerak dasar lokomotor sesuai dengan konsep tubuh, ruang, usaha, dan keterhubungan dalam berbagai bentuk permainan sederhana dan atau tradisional"
"1","pjok","3","3.2","memahami gerak dasar non-lokomotor sesuai dengan konsep tubuh, ruang, usaha, dan keterhubungan dalam berbagai bentuk permainan sederhana dan atau tradisional"
"1","pjok","3","3.3","memahami pola gerak dasar manipulatif sesuai dengan konsep tubuh, ruang, usaha, dan keterhubungan dalam berbagai bentuk permainan sederhana dan atau tradisional"
"1","pjok","3","3.4","memahami  menjaga sikap tubuh (duduk, membaca, berdiri, jalan), dan bergerak secara lentur serta seimbang dalam rangka pembentukan tubuh melalui permainan sederhana dan atau tradisional"
"1","pjok","3","3.5","emahami berbagai gerak dominan (bertumpu, bergantung, keseimbangan, berpindah/lokomotor, tolakan, putaran, ayunan, melayang, dan mendarat) dalam aktivitas senam lantai"
"1","pjok","3","3.6","memahami gerak dasar lokomotor dan non-lokomotor sesuai dengan irama (ketukan) tanpa/dengan musik dalam aktivitas gerak berirama"
"1","pjok","3","3.7","memahami berbagai pengenalan aktivitas air dan menjaga keselamatan diri/orang lain dalam aktivitas air***"
"1","pjok","3","3.8","memahami bagian-bagian tubuh, bagian tubuh yang boleh dan tidak boleh disentuh orang lain, cara menjaga kebersihannya, dan kebersihan pakaian"
"1","bid","4","4.1","mempraktikkan kegiatan persiapan membaca permulaan (duduk wajar dan baik, jarak antara mata dan buku, cara memegang buku, cara membalik"
"1","bid","4","4.2","halaman buku, gerakan mata dari kiri ke kanan, memilih tempat dengan cahaya yang terang) dengan benar"
"1","bid","4","4.3","mempraktikkan kegiatan persiapan menulis permulaan (cara duduk, cara memegang pensil, cara meletakkan buku, jarak antara mata dan buku, gerakan tangan atas-bawah, kiri-kanan, latihan pelenturan gerakan tangan dengan gerakan menulis di udara/pasir/ meja, m"
"1","bid","4","4.4","melafalkan bunyi vokal dan konsonan dalam kata bahasa Indonesia atau bahasa daerah"
"1","bid","4","4.5","menyampaikan penjelasan (berupa
gambar dan tulisan) tentang anggota tubuh dan panca indera serta perawatannya menggunakan kosakata bahasa Indonesia dengan bantuan bahasa daerah secara lisan dan/atau tulis"
"1","bid","4","4.6","mengemukakan penjelasan tentang
cara memelihara kesehatan dengan pelafalan kosakata Bahasa Indonesia yang tepat dan dibantu dengan bahasa daerah"
"1","bid","4","4.7","menggunakan kosakata bahasa Indonesia dengan ejaan yang tepat dan dibantu dengan bahasa daerah mengenai  berbagai jenis benda di lingkungan sekitar dalam teks tulis sederhana"
"1","bid","4","4.8","menyampaikan penjelasan dengan kosakata Bahasa Indonesia dan dibantu dengan bahasa daerah mengenai peristiwa siang dan malam dalam teks tulis dan gambar"
"1","bid","4","4.9","mempraktikan ungkapan   terima kasih,   permintaan   maaf,   tolong, dan pemberian pujian, dengan menggunakan bahasa yang santun kepada orang lain  secara lisan dan tulis"
"1","bid","4","4.10","menggunakan kosakata dan ungkapan yang tepat untuk perkenalan diri, keluarga, dan orang-orang di tempat tinggalnya secara sederhana dalam bentuk lisan dan tulis"
"1","bid","4","4.11","menggunakan kosakata yang tepat dalam percakapan tentang hubungan kekeluargaan dengan menggunakan bantuan gambar/bagan silsilah keluarga"
"1","bid","4","4.12","melisankan puisi anak atau syair lagu (berisi ungkapan kekaguman,
kebanggaan, hormat kepada orang tua, kasih sayang, atau persahabatan) sebagai bentuk ungkapan diri"
"1","mtk","4","4.1","menyajikan bilangan cacah sampai dengan 99 yang bersesuaian dengan banyak anggota kumpulan objek yang disajikan"
"1","mtk","4","4.2","menuliskan lambang bilangan sampai dua angka yang menyatakan banyak anggota suatu kumpulan objek dengan ide nilai tempat"
"1","mtk","4","4.3","mengurutkan bilangan-bilangan sampai dua angka dari bilangan terkecil ke bilangan terbesar atau sebaliknya dengan menggunakan kumpulan benda-benda konkret"
"1","mtk","4","4.4","menyelesaikan masalah kehidupan sehari-hari yang berkaitan dengan penjumlahan dan pengurangan bilangan yang melibatkan bilangan cacah sampai dengan 99"
"1","mtk","4","4.5","memprediksi dan membuat pola bilangan yang berkaitan dengan kumpulan benda/gambar/gerakan atau lainnya"
"1","mtk","4","4.6","mengelompokkan bangun ruang dan bangun datar berdasarkan sifat tertentu dengan menggunakan berbagai benda konkret"
"1","mtk","4","4.7","menyusun bangun-bangun datar untuk membentuk pola pengubinan"
"1","mtk","4","4.8","melakukan pengukuran panjang dan berat dalam satuan tidak baku dengan menggunakan benda/situasi konkret"
"1","mtk","4","4.9","mengurutkan benda/kejadian/keadaan berdasarkan panjang, berat, lamanya waktu, dan suhu"
"1","sbdp","4","4.1","membuat karya ekspresi dua dan tiga dimensi"
"1","sbdp","4","4.2","menirukan elemen musik melalui lagu"
"1","sbdp","4","4.3","meragakan gerak anggota tubuh melalui tari"
"1","sbdp","4","4.4"," membuat karya dari bahan alam"
"1","pjok","4","4.1","mempraktikkan gerak dasar lokomotor sesuai dengan konsep tubuh, ruang, usaha, dan keterhubungan dalam berbagai bentuk permainan sederhana dan atau tradisional"
"1","pjok","4","4.2","mempraktikkan gerak dasar non-lokomotor sesuai dengan konsep tubuh, ruang, usaha, dan keterhubungan dalam berbagai bentuk permainan sederhana dan atau tradisional"
"1","pjok","4","4.3","mempraktikkan pola gerak dasar manipulatif sesuai dengan konsep tubuh, ruang, usaha, dan keterhubungan dalam berbagai bentuk permainan sederhana dan atau tradisional"
"1","pjok","4","4.4","mempraktikkan sikap tubuh (duduk, membaca, berdiri, jalan), dan bergerak secara lentur serta seimbang dalam rangka pembentukan tubuh melalui permainan sederhana dan atau tradisional"
"1","pjok","4","4.5","mempraktikkan berbagai pola gerak dominan (bertumpu, bergantung, keseimbangan, berpindah/lokomotor, tolakan, putaran, ayunan, melayang, dan mendarat) dalam aktivitas senam lantai"
"1","pjok","4","4.6","mempraktikkan gerak dasar lokomotor dan non lokomotor sesuai dengan irama (ketukan) tanpa/dengan musik dalam aktivitas gerak berirama"
"1","pjok","4","4.7","mempraktikkan berbagai pengenalan aktivitas air dan menjaga keselamatan diri/orang lain dalam aktivitas air***"
"1","pjok","4","4.8","menceritakan bagian-bagian tubuh, bagian tubuh yang boleh dan tidak boleh disentuh orang lain, cara menjaga kebersihannya, dan kebersihan pakaian"
