"tingkat","mapel_id","ki_id","kode_kd","teks_kd"
"3","sbdp","4","4.9","Mengembangkan gerak berdasarkan hasil pengamatan alam sekitar ke dalam bentuk tari bertema"
"3","sbdp","4","4.10","Mengembangkan gerak alam sekitar ke dalam bentuk tari bertema mengacu pada gaya tari daerah berdasarkan level, tempo dan dinamika gerak"
"3","sbdp","4","4.11","Memperagakan gerak alam sekitar ke dalam bentuk tari bertema berdasarkan level, tempo dan dinamika"
"3","sbdp","4","4.12","Menampilkan gerak ke dalam bentuk tari bertema berdasarkan level dan tempo gerak dengan iringan musik"
"3","sbdp","4","4.13","4.13 Membuat karya kreatif anyaman dengan bahan alam atau buatan  di lingkungan"
"3","sbdp","4","4.14","4.14 Membuat karya kreatif dengan mengolah bahan buatan  lingkungan rumah melalui kegiatan bermain melipat, menggunting, dan menempel"
"3","sbdp","4","4.15","4.15 Membuat karya kreatif fungsional dari bahan limbah rumah tangga"
"3","sbdp","4","4.16","4.16 Melakukan penanaman tanaman penghasil bahan pangan di lingkungan sekitar"
"3","sbdp","4","4.17","4.17 Menceritakan makna karya seni budaya dengan bahasa daerah setempat"
"3","pjok","4","4.1","Mempraktikkan kombinasi pola gerak dasar lokomotor yang dilandasi konsep gerak dalam berbagai bentuk permainan sederhana dan atau tradisional"
"3","pjok","4","4.2","Mempraktikkan kombinasi pola gerak dasar non-lokomotor yang dilandasi konsep gerak dalam berbagai bentuk permainan sederhana dan atau permainan tradisional"
"3","pjok","4","4.3","Mempraktikkan kombinasi pola gerak dasar lokomotor dan manipulatif yang dilandasi konsep gerak dalam berbagai bentuk permainan sederhana dan atau permainan tradisional"
"3","pjok","4","4.4","Mempraktikkan aktivitas jasmani untuk pengembangan koordinasi, ketepatan dan daya tahan statis tubuh melalui permainan sederhana"
"3","pjok","4","4.5","Mempraktikkan aktivitas jasmani untuk pengembangan kekuatan dan daya tahan statis tubuh melalui permainan yang lebih kompleks baik secara individu maupun berpasangan"
"3","pjok","4","4.6","Mempraktikkan kombinasi pola gerak dominan dalam senam (seperti lompat kangkang, lompat jongkok, roll depan) dan kombinasi pola gerak dominan posisi statis dengan pola gerak lainnya(seperti: sikap kapal terbang – roll atau sebaliknya)"
"3","pjok","4","4.7","Mempraktikkan kombinasi pola gerak dasar aktivitas ritmik lokomotor, non-lokomotor dan manipulatif dengan alat sederhana yang dilandasi konsep gerak mengikuti irama (ketukan) tanpa/dengan musik"
"3","pjok","4","4.8","Mempraktikkan gerak dasar keselamatan, seperti; gerakan kaki, gerak lengan dan tangan, gerakan kaki  dan tungkai di dalam air, seluruh badan berada di bawah permukaan air, menahan napas di air*"
"3","pjok","4","4.9","Mempraktikkangerak dasar water trappen (berdiri mengambang di air) *"
